asl/train/A/A110.jpg | label=A | reason=no_hand_detected
asl/train/A/A2410.jpg | label=A | reason=no_hand_detected
asl/train/A/A240.jpg | label=A | reason=no_hand_detected
asl/train/A/A2426.jpg | label=A | reason=no_hand_detected
asl/train/A/A2419.jpg | label=A | reason=no_hand_detected
asl/train/A/A2422.jpg | label=A | reason=no_hand_detected
asl/train/A/A2424.jpg | label=A | reason=no_hand_detected
asl/train/A/A2425.jpg | label=A | reason=no_hand_detected
asl/train/A/A2428.jpg | label=A | reason=no_hand_detected
asl/train/A/A242.jpg | label=A | reason=no_hand_detected
asl/train/A/A2423.jpg | label=A | reason=no_hand_detected
asl/train/A/A2427.jpg | label=A | reason=no_hand_detected
asl/train/A/A2432.jpg | label=A | reason=no_hand_detected
asl/train/A/A243.jpg | label=A | reason=no_hand_detected
asl/train/A/A2435.jpg | label=A | reason=no_hand_detected
asl/train/A/A2436.jpg | label=A | reason=no_hand_detected
asl/train/A/A2438.jpg | label=A | reason=no_hand_detected
asl/train/A/A2430.jpg | label=A | reason=no_hand_detected
asl/train/A/A244.jpg | label=A | reason=no_hand_detected
asl/train/A/A2440.jpg | label=A | reason=no_hand_detected
asl/train/A/A2434.jpg | label=A | reason=no_hand_detected
asl/train/A/A2441.jpg | label=A | reason=no_hand_detected
asl/train/A/A2433.jpg | label=A | reason=no_hand_detected
asl/train/A/A2437.jpg | label=A | reason=no_hand_detected
asl/train/A/A2439.jpg | label=A | reason=no_hand_detected
asl/train/A/A2444.jpg | label=A | reason=no_hand_detected
asl/train/A/A2443.jpg | label=A | reason=no_hand_detected
asl/train/A/A2445.jpg | label=A | reason=no_hand_detected
asl/train/A/A2460.jpg | label=A | reason=no_hand_detected
asl/train/A/A2459.jpg | label=A | reason=no_hand_detected
asl/train/A/A2465.jpg | label=A | reason=no_hand_detected
asl/train/A/A2464.jpg | label=A | reason=no_hand_detected
asl/train/A/A2467.jpg | label=A | reason=no_hand_detected
asl/train/A/A2468.jpg | label=A | reason=no_hand_detected
asl/train/A/A245.jpg | label=A | reason=no_hand_detected
asl/train/A/A2470.jpg | label=A | reason=no_hand_detected
asl/train/A/A2469.jpg | label=A | reason=no_hand_detected
asl/train/A/A246.jpg | label=A | reason=no_hand_detected
asl/train/A/A247.jpg | label=A | reason=no_hand_detected
asl/train/A/A2475.jpg | label=A | reason=no_hand_detected
asl/train/A/A2473.jpg | label=A | reason=no_hand_detected
asl/train/A/A2474.jpg | label=A | reason=no_hand_detected
asl/train/A/A2476.jpg | label=A | reason=no_hand_detected
asl/train/A/A2472.jpg | label=A | reason=no_hand_detected
asl/train/A/A2477.jpg | label=A | reason=no_hand_detected
asl/train/A/A2478.jpg | label=A | reason=no_hand_detected
asl/train/A/A2482.jpg | label=A | reason=no_hand_detected
asl/train/A/A2479.jpg | label=A | reason=no_hand_detected
asl/train/A/A2484.jpg | label=A | reason=no_hand_detected
asl/train/A/A248.jpg | label=A | reason=no_hand_detected
asl/train/A/A2483.jpg | label=A | reason=no_hand_detected
asl/train/A/A2480.jpg | label=A | reason=no_hand_detected
asl/train/A/A2485.jpg | label=A | reason=no_hand_detected
asl/train/A/A2481.jpg | label=A | reason=no_hand_detected
asl/train/A/A2489.jpg | label=A | reason=no_hand_detected
asl/train/A/A2486.jpg | label=A | reason=no_hand_detected
asl/train/A/A2487.jpg | label=A | reason=no_hand_detected
asl/train/A/A2491.jpg | label=A | reason=no_hand_detected
asl/train/A/A2490.jpg | label=A | reason=no_hand_detected
asl/train/A/A2492.jpg | label=A | reason=no_hand_detected
asl/train/A/A2495.jpg | label=A | reason=no_hand_detected
asl/train/A/A2488.jpg | label=A | reason=no_hand_detected
asl/train/A/A2493.jpg | label=A | reason=no_hand_detected
asl/train/A/A2494.jpg | label=A | reason=no_hand_detected
asl/train/A/A249.jpg | label=A | reason=no_hand_detected
asl/train/A/A2496.jpg | label=A | reason=no_hand_detected
asl/train/A/A2497.jpg | label=A | reason=no_hand_detected
asl/train/A/A2498.jpg | label=A | reason=no_hand_detected
asl/train/A/A2499.jpg | label=A | reason=no_hand_detected
asl/train/A/A2502.jpg | label=A | reason=no_hand_detected
asl/train/A/A2501.jpg | label=A | reason=no_hand_detected
asl/train/A/A2500.jpg | label=A | reason=no_hand_detected
asl/train/A/A250.jpg | label=A | reason=no_hand_detected
asl/train/A/A2504.jpg | label=A | reason=no_hand_detected
asl/train/A/A2509.jpg | label=A | reason=no_hand_detected
asl/train/A/A2503.jpg | label=A | reason=no_hand_detected
asl/train/A/A2507.jpg | label=A | reason=no_hand_detected
asl/train/A/A2510.jpg | label=A | reason=no_hand_detected
asl/train/A/A2506.jpg | label=A | reason=no_hand_detected
asl/train/A/A2508.jpg | label=A | reason=no_hand_detected
asl/train/A/A2505.jpg | label=A | reason=no_hand_detected
asl/train/A/A2511.jpg | label=A | reason=no_hand_detected
asl/train/A/A251.jpg | label=A | reason=no_hand_detected
asl/train/A/A2513.jpg | label=A | reason=no_hand_detected
asl/train/A/A2514.jpg | label=A | reason=no_hand_detected
asl/train/A/A2512.jpg | label=A | reason=no_hand_detected
asl/train/A/A2515.jpg | label=A | reason=no_hand_detected
asl/train/A/A2516.jpg | label=A | reason=no_hand_detected
asl/train/A/A252.jpg | label=A | reason=no_hand_detected
asl/train/A/A2517.jpg | label=A | reason=no_hand_detected
asl/train/A/A2518.jpg | label=A | reason=no_hand_detected
asl/train/A/A2531.jpg | label=A | reason=no_hand_detected
asl/train/A/A2525.jpg | label=A | reason=no_hand_detected
asl/train/A/A2522.jpg | label=A | reason=no_hand_detected
asl/train/A/A2524.jpg | label=A | reason=no_hand_detected
asl/train/A/A2521.jpg | label=A | reason=no_hand_detected
asl/train/A/A2530.jpg | label=A | reason=no_hand_detected
asl/train/A/A2527.jpg | label=A | reason=no_hand_detected
asl/train/A/A2520.jpg | label=A | reason=no_hand_detected
asl/train/A/A253.jpg | label=A | reason=no_hand_detected
asl/train/A/A2532.jpg | label=A | reason=no_hand_detected
asl/train/A/A255.jpg | label=A | reason=no_hand_detected
asl/train/A/A254.jpg | label=A | reason=no_hand_detected
asl/train/A/A2549.jpg | label=A | reason=no_hand_detected
asl/train/A/A2547.jpg | label=A | reason=no_hand_detected
asl/train/A/A2551.jpg | label=A | reason=no_hand_detected
asl/train/A/A2550.jpg | label=A | reason=no_hand_detected
asl/train/A/A2552.jpg | label=A | reason=no_hand_detected
asl/train/A/A2545.jpg | label=A | reason=no_hand_detected
asl/train/A/A2553.jpg | label=A | reason=no_hand_detected
asl/train/A/A2554.jpg | label=A | reason=no_hand_detected
asl/train/A/A2556.jpg | label=A | reason=no_hand_detected
asl/train/A/A2555.jpg | label=A | reason=no_hand_detected
asl/train/A/A2557.jpg | label=A | reason=no_hand_detected
asl/train/A/A2558.jpg | label=A | reason=no_hand_detected
asl/train/A/A2559.jpg | label=A | reason=no_hand_detected
asl/train/A/A256.jpg | label=A | reason=no_hand_detected
asl/train/A/A257.jpg | label=A | reason=no_hand_detected
asl/train/A/A2579.jpg | label=A | reason=no_hand_detected
asl/train/A/A2585.jpg | label=A | reason=no_hand_detected
asl/train/A/A258.jpg | label=A | reason=no_hand_detected
asl/train/A/A259.jpg | label=A | reason=no_hand_detected
asl/train/A/A2596.jpg | label=A | reason=no_hand_detected
asl/train/A/A2602.jpg | label=A | reason=no_hand_detected
asl/train/A/A2613.jpg | label=A | reason=no_hand_detected
asl/train/A/A2606.jpg | label=A | reason=no_hand_detected
asl/train/A/A2604.jpg | label=A | reason=no_hand_detected
asl/train/A/A260.jpg | label=A | reason=no_hand_detected
asl/train/A/A261.jpg | label=A | reason=no_hand_detected
asl/train/A/A2612.jpg | label=A | reason=no_hand_detected
asl/train/A/A2603.jpg | label=A | reason=no_hand_detected
asl/train/A/A2608.jpg | label=A | reason=no_hand_detected
asl/train/A/A2611.jpg | label=A | reason=no_hand_detected
asl/train/A/A2609.jpg | label=A | reason=no_hand_detected
asl/train/A/A2614.jpg | label=A | reason=no_hand_detected
asl/train/A/A2616.jpg | label=A | reason=no_hand_detected
asl/train/A/A2615.jpg | label=A | reason=no_hand_detected
asl/train/A/A2620.jpg | label=A | reason=no_hand_detected
asl/train/A/A2618.jpg | label=A | reason=no_hand_detected
asl/train/A/A2619.jpg | label=A | reason=no_hand_detected
asl/train/A/A2617.jpg | label=A | reason=no_hand_detected
asl/train/A/A2622.jpg | label=A | reason=no_hand_detected
asl/train/A/A2624.jpg | label=A | reason=no_hand_detected
asl/train/A/A262.jpg | label=A | reason=no_hand_detected
asl/train/A/A2623.jpg | label=A | reason=no_hand_detected
asl/train/A/A2625.jpg | label=A | reason=no_hand_detected
asl/train/A/A2627.jpg | label=A | reason=no_hand_detected
asl/train/A/A263.jpg | label=A | reason=no_hand_detected
asl/train/A/A2626.jpg | label=A | reason=no_hand_detected
asl/train/A/A264.jpg | label=A | reason=no_hand_detected
asl/train/A/A266.jpg | label=A | reason=no_hand_detected
asl/train/A/A265.jpg | label=A | reason=no_hand_detected
asl/train/A/A267.jpg | label=A | reason=no_hand_detected
asl/train/A/A268.jpg | label=A | reason=no_hand_detected
asl/train/A/A2691.jpg | label=A | reason=no_hand_detected
asl/train/A/A2688.jpg | label=A | reason=no_hand_detected
asl/train/A/A2692.jpg | label=A | reason=no_hand_detected
asl/train/A/A2687.jpg | label=A | reason=no_hand_detected
asl/train/A/A2690.jpg | label=A | reason=no_hand_detected
asl/train/A/A2693.jpg | label=A | reason=no_hand_detected
asl/train/A/A269.jpg | label=A | reason=no_hand_detected
asl/train/A/A2689.jpg | label=A | reason=no_hand_detected
asl/train/A/A2696.jpg | label=A | reason=no_hand_detected
asl/train/A/A2698.jpg | label=A | reason=no_hand_detected
asl/train/A/A2699.jpg | label=A | reason=no_hand_detected
asl/train/A/A270.jpg | label=A | reason=no_hand_detected
asl/train/A/A2700.jpg | label=A | reason=no_hand_detected
asl/train/A/A2701.jpg | label=A | reason=no_hand_detected
asl/train/A/A2697.jpg | label=A | reason=no_hand_detected
asl/train/A/A2702.jpg | label=A | reason=no_hand_detected
asl/train/A/A2703.jpg | label=A | reason=no_hand_detected
asl/train/A/A2704.jpg | label=A | reason=no_hand_detected
asl/train/A/A2706.jpg | label=A | reason=no_hand_detected
asl/train/A/A2707.jpg | label=A | reason=no_hand_detected
asl/train/A/A2705.jpg | label=A | reason=no_hand_detected
asl/train/A/A2708.jpg | label=A | reason=no_hand_detected
asl/train/A/A2709.jpg | label=A | reason=no_hand_detected
asl/train/A/A271.jpg | label=A | reason=no_hand_detected
asl/train/A/A2712.jpg | label=A | reason=no_hand_detected
asl/train/A/A2710.jpg | label=A | reason=no_hand_detected
asl/train/A/A2715.jpg | label=A | reason=no_hand_detected
asl/train/A/A2716.jpg | label=A | reason=no_hand_detected
asl/train/A/A2714.jpg | label=A | reason=no_hand_detected
asl/train/A/A2713.jpg | label=A | reason=no_hand_detected
asl/train/A/A2711.jpg | label=A | reason=no_hand_detected
asl/train/A/A2717.jpg | label=A | reason=no_hand_detected
asl/train/A/A2718.jpg | label=A | reason=no_hand_detected
asl/train/A/A2719.jpg | label=A | reason=no_hand_detected
asl/train/A/A2720.jpg | label=A | reason=no_hand_detected
asl/train/A/A2721.jpg | label=A | reason=no_hand_detected
asl/train/A/A272.jpg | label=A | reason=no_hand_detected
asl/train/A/A2722.jpg | label=A | reason=no_hand_detected
asl/train/A/A2723.jpg | label=A | reason=no_hand_detected
asl/train/A/A2724.jpg | label=A | reason=no_hand_detected
asl/train/A/A2729.jpg | label=A | reason=no_hand_detected
asl/train/A/A2725.jpg | label=A | reason=no_hand_detected
asl/train/A/A2728.jpg | label=A | reason=no_hand_detected
asl/train/A/A2730.jpg | label=A | reason=no_hand_detected
asl/train/A/A2727.jpg | label=A | reason=no_hand_detected
asl/train/A/A2726.jpg | label=A | reason=no_hand_detected
asl/train/A/A2731.jpg | label=A | reason=no_hand_detected
asl/train/A/A273.jpg | label=A | reason=no_hand_detected
asl/train/A/A2732.jpg | label=A | reason=no_hand_detected
asl/train/A/A2736.jpg | label=A | reason=no_hand_detected
asl/train/A/A2737.jpg | label=A | reason=no_hand_detected
asl/train/A/A2742.jpg | label=A | reason=no_hand_detected
asl/train/A/A2741.jpg | label=A | reason=no_hand_detected
asl/train/A/A2734.jpg | label=A | reason=no_hand_detected
asl/train/A/A2733.jpg | label=A | reason=no_hand_detected
asl/train/A/A2743.jpg | label=A | reason=no_hand_detected
asl/train/A/A2739.jpg | label=A | reason=no_hand_detected
asl/train/A/A2744.jpg | label=A | reason=no_hand_detected
asl/train/A/A2735.jpg | label=A | reason=no_hand_detected
asl/train/A/A274.jpg | label=A | reason=no_hand_detected
asl/train/A/A2738.jpg | label=A | reason=no_hand_detected
asl/train/A/A2740.jpg | label=A | reason=no_hand_detected
asl/train/A/A2745.jpg | label=A | reason=no_hand_detected
asl/train/A/A2746.jpg | label=A | reason=no_hand_detected
asl/train/A/A2752.jpg | label=A | reason=no_hand_detected
asl/train/A/A275.jpg | label=A | reason=no_hand_detected
asl/train/A/A2757.jpg | label=A | reason=no_hand_detected
asl/train/A/A2751.jpg | label=A | reason=no_hand_detected
asl/train/A/A2750.jpg | label=A | reason=no_hand_detected
asl/train/A/A2755.jpg | label=A | reason=no_hand_detected
asl/train/A/A2758.jpg | label=A | reason=no_hand_detected
asl/train/A/A2748.jpg | label=A | reason=no_hand_detected
asl/train/A/A2754.jpg | label=A | reason=no_hand_detected
asl/train/A/A2753.jpg | label=A | reason=no_hand_detected
asl/train/A/A2756.jpg | label=A | reason=no_hand_detected
asl/train/A/A2747.jpg | label=A | reason=no_hand_detected
asl/train/A/A2749.jpg | label=A | reason=no_hand_detected
asl/train/A/A2759.jpg | label=A | reason=no_hand_detected
asl/train/A/A276.jpg | label=A | reason=no_hand_detected
asl/train/A/A2764.jpg | label=A | reason=no_hand_detected
asl/train/A/A2760.jpg | label=A | reason=no_hand_detected
asl/train/A/A2762.jpg | label=A | reason=no_hand_detected
asl/train/A/A2770.jpg | label=A | reason=no_hand_detected
asl/train/A/A2761.jpg | label=A | reason=no_hand_detected
asl/train/A/A2767.jpg | label=A | reason=no_hand_detected
asl/train/A/A2765.jpg | label=A | reason=no_hand_detected
asl/train/A/A277.jpg | label=A | reason=no_hand_detected
asl/train/A/A2769.jpg | label=A | reason=no_hand_detected
asl/train/A/A2768.jpg | label=A | reason=no_hand_detected
asl/train/A/A2763.jpg | label=A | reason=no_hand_detected
asl/train/A/A2773.jpg | label=A | reason=no_hand_detected
asl/train/A/A2771.jpg | label=A | reason=no_hand_detected
asl/train/A/A2766.jpg | label=A | reason=no_hand_detected
asl/train/A/A2772.jpg | label=A | reason=no_hand_detected
asl/train/A/A2774.jpg | label=A | reason=no_hand_detected
asl/train/A/A2775.jpg | label=A | reason=no_hand_detected
asl/train/A/A2777.jpg | label=A | reason=no_hand_detected
asl/train/A/A2780.jpg | label=A | reason=no_hand_detected
asl/train/A/A2778.jpg | label=A | reason=no_hand_detected
asl/train/A/A2779.jpg | label=A | reason=no_hand_detected
asl/train/A/A2781.jpg | label=A | reason=no_hand_detected
asl/train/A/A2776.jpg | label=A | reason=no_hand_detected
asl/train/A/A2782.jpg | label=A | reason=no_hand_detected
asl/train/A/A278.jpg | label=A | reason=no_hand_detected
asl/train/A/A2783.jpg | label=A | reason=no_hand_detected
asl/train/A/A2784.jpg | label=A | reason=no_hand_detected
asl/train/A/A2785.jpg | label=A | reason=no_hand_detected
asl/train/A/A2786.jpg | label=A | reason=no_hand_detected
asl/train/A/A2788.jpg | label=A | reason=no_hand_detected
asl/train/A/A2787.jpg | label=A | reason=no_hand_detected
asl/train/A/A2789.jpg | label=A | reason=no_hand_detected
asl/train/A/A2791.jpg | label=A | reason=no_hand_detected
asl/train/A/A2790.jpg | label=A | reason=no_hand_detected
asl/train/A/A2792.jpg | label=A | reason=no_hand_detected
asl/train/A/A2794.jpg | label=A | reason=no_hand_detected
asl/train/A/A2793.jpg | label=A | reason=no_hand_detected
asl/train/A/A2797.jpg | label=A | reason=no_hand_detected
asl/train/A/A2796.jpg | label=A | reason=no_hand_detected
asl/train/A/A2799.jpg | label=A | reason=no_hand_detected
asl/train/A/A2795.jpg | label=A | reason=no_hand_detected
asl/train/A/A2798.jpg | label=A | reason=no_hand_detected
asl/train/A/A2802.jpg | label=A | reason=no_hand_detected
asl/train/A/A2800.jpg | label=A | reason=no_hand_detected
asl/train/A/A2801.jpg | label=A | reason=no_hand_detected
asl/train/A/A2803.jpg | label=A | reason=no_hand_detected
asl/train/A/A281.jpg | label=A | reason=no_hand_detected
asl/train/A/A2808.jpg | label=A | reason=no_hand_detected
asl/train/A/A2812.jpg | label=A | reason=no_hand_detected
asl/train/A/A2810.jpg | label=A | reason=no_hand_detected
asl/train/A/A2804.jpg | label=A | reason=no_hand_detected
asl/train/A/A2811.jpg | label=A | reason=no_hand_detected
asl/train/A/A2805.jpg | label=A | reason=no_hand_detected
asl/train/A/A2813.jpg | label=A | reason=no_hand_detected
asl/train/A/A2814.jpg | label=A | reason=no_hand_detected
asl/train/A/A2809.jpg | label=A | reason=no_hand_detected
asl/train/A/A2815.jpg | label=A | reason=no_hand_detected
asl/train/A/A2807.jpg | label=A | reason=no_hand_detected
asl/train/A/A2816.jpg | label=A | reason=no_hand_detected
asl/train/A/A2806.jpg | label=A | reason=no_hand_detected
asl/train/A/A2818.jpg | label=A | reason=no_hand_detected
asl/train/A/A2817.jpg | label=A | reason=no_hand_detected
asl/train/A/A282.jpg | label=A | reason=no_hand_detected
asl/train/A/A2819.jpg | label=A | reason=no_hand_detected
asl/train/A/A2823.jpg | label=A | reason=no_hand_detected
asl/train/A/A2822.jpg | label=A | reason=no_hand_detected
asl/train/A/A2821.jpg | label=A | reason=no_hand_detected
asl/train/A/A2826.jpg | label=A | reason=no_hand_detected
asl/train/A/A2828.jpg | label=A | reason=no_hand_detected
asl/train/A/A2820.jpg | label=A | reason=no_hand_detected
asl/train/A/A2824.jpg | label=A | reason=no_hand_detected
asl/train/A/A2827.jpg | label=A | reason=no_hand_detected
asl/train/A/A2825.jpg | label=A | reason=no_hand_detected
asl/train/A/A283.jpg | label=A | reason=no_hand_detected
asl/train/A/A2829.jpg | label=A | reason=no_hand_detected
asl/train/A/A2831.jpg | label=A | reason=no_hand_detected
asl/train/A/A2830.jpg | label=A | reason=no_hand_detected
asl/train/A/A2832.jpg | label=A | reason=no_hand_detected
asl/train/A/A2833.jpg | label=A | reason=no_hand_detected
asl/train/A/A2834.jpg | label=A | reason=no_hand_detected
asl/train/A/A2835.jpg | label=A | reason=no_hand_detected
asl/train/A/A2839.jpg | label=A | reason=no_hand_detected
asl/train/A/A2846.jpg | label=A | reason=no_hand_detected
asl/train/A/A2845.jpg | label=A | reason=no_hand_detected
asl/train/A/A2840.jpg | label=A | reason=no_hand_detected
asl/train/A/A2837.jpg | label=A | reason=no_hand_detected
asl/train/A/A2847.jpg | label=A | reason=no_hand_detected
asl/train/A/A2841.jpg | label=A | reason=no_hand_detected
asl/train/A/A2836.jpg | label=A | reason=no_hand_detected
asl/train/A/A2838.jpg | label=A | reason=no_hand_detected
asl/train/A/A2849.jpg | label=A | reason=no_hand_detected
asl/train/A/A2842.jpg | label=A | reason=no_hand_detected
asl/train/A/A2848.jpg | label=A | reason=no_hand_detected
asl/train/A/A285.jpg | label=A | reason=no_hand_detected
asl/train/A/A2850.jpg | label=A | reason=no_hand_detected
asl/train/A/A286.jpg | label=A | reason=no_hand_detected
asl/train/A/A2851.jpg | label=A | reason=no_hand_detected
asl/train/A/A2853.jpg | label=A | reason=no_hand_detected
asl/train/A/A2852.jpg | label=A | reason=no_hand_detected
asl/train/A/A2860.jpg | label=A | reason=no_hand_detected
asl/train/A/A2866.jpg | label=A | reason=no_hand_detected
asl/train/A/A2856.jpg | label=A | reason=no_hand_detected
asl/train/A/A2862.jpg | label=A | reason=no_hand_detected
asl/train/A/A2861.jpg | label=A | reason=no_hand_detected
asl/train/A/A2864.jpg | label=A | reason=no_hand_detected
asl/train/A/A2865.jpg | label=A | reason=no_hand_detected
asl/train/A/A2867.jpg | label=A | reason=no_hand_detected
asl/train/A/A2863.jpg | label=A | reason=no_hand_detected
asl/train/A/A2870.jpg | label=A | reason=no_hand_detected
asl/train/A/A2871.jpg | label=A | reason=no_hand_detected
asl/train/A/A2873.jpg | label=A | reason=no_hand_detected
